PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Gigi Datome,,,,,,,,,,,"$1,750,000","$1,750,000",,,,,,,,,,,,,,,,,,,,,,,
Ronny Turiaf,,,,,,,,,,,"$1,600,000","$1,600,000","$1,146,337","$4,360,000","$4,000,000","$4,140,000","$4,500,000","$770,610","$664,209",,,,,,,,,,,,,,,,
Miroslav Raduljica,,,,,,,,,,,"$1,596,056","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Jannero Pargo,,,,,,,,,,,"$1,448,490","$1,399,507","$696,446","$1,223,166",,"$2,000,000",,"$1,830,000","$1,000,000","$895,248","$695,046","$563,679","$349,458",,,,,,,,,,,,
Shawn Marion,,,,,,,,,,,"$1,448,490","$9,316,796","$8,646,364","$8,022,449","$7,305,500","$6,635,068","$17,810,000","$16,440,000","$15,070,000","$13,700,000","$12,330,000","$10,960,000","$2,265,375","$1,778,160","$1,662,240","$1,546,320",,,,,,,,,
Hidayet Turkoglu,,,,,,,,,,,"$1,448,490","$6,650,359","$11,815,850","$11,015,850","$10,215,850","$9,000,000","$6,864,200","$6,373,900","$5,883,600","$5,393,300","$4,903,000","$1,995,611","$1,300,920","$1,216,080","$1,131,240",,,,,,,,,,
Willie Green,,,,,,,,,,,"$1,448,490","$1,399,507","$1,375,000","$1,223,166","$3,976,000","$3,682,000","$3,388,000","$3,094,000","$2,800,000",,"$620,046","$366,931",,,,,,,,,,,,,
Victor Claver,,,,,,,,,,,"$1,370,000","$1,311,240","$1,254,720",,,,,,,,,,,,,,,,,,,,,,
Jason Maxiell,,,,,,,,,,,"$1,316,809","$2,500,000","$5,000,000","$5,000,000","$5,000,000","$5,000,000","$1,877,572","$1,041,360","$973,440","$905,640",,,,,,,,,,,,,,,
Francisco Garcia,,,,,,,,,,,"$1,316,809","$1,265,977","$6,100,000","$5,800,000","$5,500,000","$5,800,000","$1,983,454","$1,168,800","$1,092,600","$1,016,400",,,,,,,,,,,,,,,
Sebastian Telfair,,,,,,,,,,,"$1,316,809",,"$1,567,500","$1,500,000","$2,700,000","$2,500,000","$2,300,000","$2,562,426","$1,793,160","$1,676,280","$1,559,280",,,,,,,,,,,,,,
Austin Daye,,,,,,,,,,,"$1,263,550","$947,907","$2,958,444","$1,929,600","$1,803,720","$1,677,840",,,,,,,,,,,,,,,,,,,
Bernard James,,,,,,,,,,,"$1,259,775","$788,872","$473,604",,,,,,,,,,,,,,,,,,,,,,
Pero Antic,,,,,,,,,,,"$1,250,000","$1,200,000",,,,,,,,,,,,,,,,,,,,,,,
Shavlik Randolph,,,,,,,,,,,"$1,227,985","$306,036","$280,286",,,"$343,542","$826,269","$1,080,000","$1,000,000","$398,762",,,,,,,,,,,,,,,
Jeff Adrien,,,,,,,,,,,"$1,217,698","$916,099","$653,356","$270,427","$342,666",,,,,,,,,,,,,,,,,,,,
Shawne Williams,,,,,,,,,,,"$1,145,685","$535,770","$3,158,000","$3,000,000","$885,210","$2,416,067","$1,572,960","$1,470,360","$1,367,760",,,,,,,,,,,,,,,,
Arnett Moultrie,,,,,,,,,,,"$1,136,160","$1,089,240","$1,042,320",,,,,,,,,,,,,,,,,,,,,,
Nemanja Nedovic,,,,,,,,,,,"$1,104,240","$1,056,720",,,,,,,,,,,,,,,,,,,,,,,
Xavier Henry,,,,,,,,,,,"$1,082,000","$916,099","$2,323,200","$2,171,640","$2,020,200",,,,,,,,,,,,,,,,,,,,
John Salmons,,,,,,,,,,,"$1,000,000","$7,580,000","$8,080,000","$8,500,000","$8,000,000","$5,456,000","$5,104,000","$4,752,000","$4,400,000","$1,669,001","$925,680","$865,320","$670,800",,,,,,,,,,,,
Toure Murry,,,,,,,,,,,"$1,000,000","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Greg Stiemsma,,,,,,,,,,,"$981,084","$2,676,000","$2,575,000","$762,195",,,,,,,,,,,,,,,,,,,,,
Ricky Ledo,,,,,,,,,,,"$960,566","$550,000",,,,,,,,,,,,,,,,,,,,,,,
Chris Douglas-Roberts,,,,,,,,,,,"$915,243","$535,288","$72,892",,"$854,389","$736,000","$442,411",,,,,,,,,,,,,,,,,,
Jeffery Taylor,,,,,,,,,,,"$915,243","$788,872","$550,000",,,,,,,,,,,,,,,,,,,,,,
Jamaal Franklin,,,,,,,,,,,"$864,510","$535,000",,,,,,,,,,,,,,,,,,,,,,,
Kenyon Martin,,,,,,,,,,,"$818,049","$1,399,507","$429,516","$2,500,000","$16,545,454","$15,363,636","$14,431,816","$13,250,000","$12,068,182","$10,636,364","$9,454,546","$5,128,689","$4,067,160","$3,801,960","$3,536,640",,,,,,,,,,
Jerome Jordan,,,,,,,,,,,"$816,482",,,"$473,604",,,,,,,,,,,,,,,,,,,,,
Ognjen Kuzmic,,,,,,,,,,,"$816,482","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Nick Calathes,,,,,,,,,,,"$816,482","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Tony Mitchell,,,,,,,,,,,"$816,482","$28,834",,,,,,,,,,,,,,,,,,,,,,,
Grant Jerrett,,,,,,,,,,,"$816,482",,,,,,,,,,,,,,,,,,,,,,,,
Darius Morris,,,,,,,,,,,"$803,149","$944,923","$937,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Malcolm Thomas,,,,,,,,,,,"$713,910","$702,233","$179,340","$103,104",,,,,,,,,,,,,,,,,,,,,
Patric Young,,,,,,,,,,,"$507,336",,,,,,,,,,,,,,,,,,,,,,,,
AJ Price,,,,,,,,,,,"$493,917","$947,907","$885,120","$854,389","$762,195","$457,588",,,,,,,,,,,,,,,,,,,
Glen Rice Jr,,,,,,,,,,,"$470,677","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Earl Barron,,,,,,,,,,,"$390,063",,"$339,726","$185,588","$188,558",,,"$973,328","$744,551","$398,762",,,,,,,,,,,,,,,
Henry Walker,,,,,,,,,,,"$311,634",,,"$885,120","$854,389","$736,420","$542,114",,,,,,,,,,,,,,,,,,
Andre Dawkins,,,,,,,,,,,"$271,697",,,,,,,,,,,,,,,,,,,,,,,,
Shannon Brown,,,,,,,,,,,"$215,811","$481,562","$3,500,000","$3,500,000","$2,200,000","$2,000,000","$797,581","$1,044,120","$971,280",,,,,,,,,,,,,,,,
Alex Kirk,,,,,,,,,,,"$214,871",,,,,,,,,,,,,,,,,,,,,,,,
Brandon Davies,,,,,,,,,,,"$129,676","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Earl Clark,,,,,,,,,,,"$125,104","$4,361,518","$1,240,000","$1,160,000","$1,898,760","$1,766,280",,,,,,,,,,,,,,,,,,,
Lester Hudson,,,,,,,,,,,"$111,548",,,,"$192,791","$392,987",,,,,,,,,,,,,,,,,,,
Will Cherry,,,,,,,,,,,"$106,567",,,,,,,,,,,,,,,,,,,,,,,,
Jabari Brown,,,,,,,,,,,"$104,450",,,,,,,,,,,,,,,,,,,,,,,,
Jarvis Varnado,,,,,,,,,,,"$75,000","$310,908","$314,806",,,,,,,,,,,,,,,,,,,,,,
Drew Gordon,,,,,,,,,,,"$73,657",,,,,,,,,,,,,,,,,,,,,,,,
Jerel McNeal,,,,,,,,,,,"$59,686",,"$61,289",,,,,,,,,,,,,,,,,,,,,,
Chris Babb,,,,,,,,,,,"$48,028","$138,403",,,,,,,,,,,,,,,,,,,,,,,
Malcolm Lee,,,,,,,,,,,"$37,686",,"$762,195","$500,000",,,,,,,,,,,,,,,,,,,,,
Sim Bhullar,,,,,,,,,,,"$35,000",,,,,,,,,,,,,,,,,,,,,,,,
David Wear,,,,,,,,,,,"$29,843",,,,,,,,,,,,,,,,,,,,,,,,
Josh Davis,,,,,,,,,,,"$20,000",,,"$314,041",,,,,,"$193,003","$620,046",,,,,,,,,,,,,,
Gilbert Arenas,,,,,,,,,,,,"$22,346,536","$20,807,922","$19,269,307","$17,730,694","$16,192,080","$14,653,466","$11,950,400","$11,096,800","$10,243,200","$9,389,600","$8,536,000","$512,435","$332,817",,,,,,,,,,,
Andray Blatche,,,,,,,,,,,,"$9,170,525","$7,972,891","$6,442,083","$5,900,000","$3,000,000","$2,739,669","$2,470,000","$664,209","$398,762",,,,,,,,,,,,,,,
Andris Biedrins,,,,,,,,,,,,"$9,000,000","$9,000,000","$9,000,000","$9,000,000","$9,000,000","$9,000,000","$2,636,696","$1,986,960","$1,857,360","$1,727,760",,,,,,,,,,,,,,
Andrew Bynum,,,,,,,,,,,,"$7,000,000","$16,473,002","$14,900,000","$13,700,000","$12,526,998","$2,769,300","$2,172,000","$2,030,280","$1,888,680",,,,,,,,,,,,,,,
Keith Bogans,,,,,,,,,,,,"$5,058,198","$854,389","$848,266","$1,600,000","$1,033,342","$2,565,000","$2,440,000","$2,510,000","$869,373","$620,046","$366,931",,,,,,,,,,,,,
Linas Kleiza,,,,,,,,,,,,"$4,600,000","$4,600,000","$4,605,000","$4,995,000",,"$1,824,493","$1,011,360","$945,360","$879,360",,,,,,,,,,,,,,,
Quentin Richardson,,,,,,,,,,,,"$4,208,107","$2,706,940","$2,446,600","$2,265,000","$9,352,400","$8,685,500","$8,105,500","$7,525,500","$6,940,000","$5,800,000","$1,805,735","$1,174,080","$1,097,520","$1,020,960",,,,,,,,,,
Jan Vesely,,,,,,,,,,,,"$3,524,880","$3,294,960","$3,065,040",,,,,,,,,,,,,,,,,,,,,
Shane Battier,,,,,,,,,,,,"$3,270,000","$3,135,000","$3,000,000","$7,354,500","$6,864,200","$6,448,900","$5,883,600","$5,393,300","$4,903,000","$3,212,402","$2,533,440","$2,368,200","$2,203,080",,,,,,,,,,,
Ray Allen,,,,,,,,,,,,"$3,229,050","$3,090,000","$10,000,000","$10,000,000","$18,776,860","$18,388,430","$16,000,000","$14,611,570","$13,223,140","$14,625,000","$13,500,000","$12,375,000","$11,250,000","$10,130,000","$9,000,000","$2,320,000","$2,052,360","$1,785,000",,,,,,
Kwame Brown,,,,,,,,,,,,"$3,000,000","$3,000,000","$6,750,000","$1,229,255","$4,100,000","$4,000,000","$9,075,000","$8,287,500","$7,500,000","$5,361,873","$4,252,080","$3,974,760","$3,697,440",,,,,,,,,,,
Chauncey Billups,,,,,,,,,,,,"$2,500,000","$3,000,000","$14,200,000","$13,150,000","$12,100,000","$11,050,000","$10,000,000","$6,364,400","$5,909,800","$5,455,200","$5,000,600","$4,546,000","$2,475,000","$2,250,000","$3,100,080","$2,742,000","$2,384,640",,,,,,,
Jermaine O'Neal,,,,,,,,,,,,"$2,000,000","$1,352,181","$6,226,200","$5,765,000","$23,016,000","$21,372,000","$19,728,000","$18,084,000","$16,440,000","$14,796,000","$13,152,000","$6,900,000","$6,325,000","$5,710,000","$5,075,000","$1,075,000","$950,640","$827,000",,,,,,
Royce White,,,,,,,,,,,,"$1,777,148","$1,645,440",,,,,,,,,,,,,,,,,,,,,,
Chris Singleton,,,,,,,,,,,,"$1,707,720","$1,596,360","$1,485,000",,,,,,,,,,,,,,,,,,,,,
Gustavo Ayon,,,,,,,,,,,,"$1,500,000","$1,500,000","$1,567,500",,,,,,,,,,,,,,,,,,,,,
Chris Duhon,,,,,,,,,,,,"$1,500,000","$3,680,000","$3,500,000","$3,500,000","$6,031,800","$5,585,000","$3,248,000","$3,024,000","$2,800,000","$385,277",,,,,,,,,,,,,,
Vyacheslav Kravtsov,,,,,,,,,,,,"$1,500,000","$1,500,000",,,,,,,,,,,,,,,,,,,,,,
Nando De Colo,,,,,,,,,,,,"$1,463,000","$1,400,000",,,,,,,,,,,,,,,,,,,,,,
Antawn Jamison,,,,,,,,,,,,"$1,399,507","$1,352,181","$15,076,715","$13,358,905","$11,641,095","$9,923,285","$16,360,094","$15,101,625","$13,843,156","$12,584,688","$11,326,219","$10,067,750","$3,388,176","$2,678,400","$2,503,800","$1,940,000",,,,,,,,
Rashard Lewis,,,,,,,,,,,,"$1,399,507","$15,052,181","$21,136,631","$19,573,711","$18,876,000","$16,447,871","$14,880,000","$9,350,649","$8,571,429","$7,792,208","$7,012,987","$6,233,766","$4,413,375","$3,920,000","$385,000","$287,500",,,,,,,,
Derek Fisher,,,,,,,,,,,,"$1,399,507","$1,519,214","$3,400,000","$3,700,000","$5,048,000","$4,700,000","$10,723,900","$5,883,600","$5,393,300","$4,903,000","$3,000,000","$3,000,000","$3,000,000","$3,380,000","$3,000,000","$795,000","$703,200","$612,000",,,,,,
Earl Watson,,,,,,,,,,,,"$1,399,507","$2,000,000","$2,000,000","$1,229,255","$9,400,000","$6,200,000","$5,800,000","$5,400,000","$5,000,000","$1,458,000","$1,336,500","$1,215,000","$332,817",,,,,,,,,,,
Fab Melo,,,,,,,,,,,,"$1,311,240","$1,254,720",,,,,,,,,,,,,,,,,,,,,,
Roger Mason,,,,,,,,,,,,"$1,272,279","$1,229,255","$1,146,337","$1,400,000","$3,780,000","$3,500,000","$798,328","$744,551",,"$203,428","$563,679","$349,458",,,,,,,,,,,,
Ronnie Brewer,,,,,,,,,,,,"$1,256,250","$1,069,509","$4,710,000","$4,790,000","$2,717,161","$1,834,680","$1,715,040","$1,595,400",,,,,,,,,,,,,,,,
Hasheem Thabeet,,,,,,,,,,,,"$1,200,000","$885,120","$5,127,720","$4,793,280","$4,458,840",,,,,,,,,,,,,,,,,,,
Greg Oden,,,,,,,,,,,,"$1,027,424",,"$1,500,000","$6,760,524","$5,361,240","$5,011,680","$4,662,000",,,,,,,,,,,,,,,,,
Richard Hamilton,,,,,,,,,,,,"$1,000,000","$10,500,000","$17,500,000","$12,500,000","$11,625,000","$10,812,500","$10,000,000","$9,187,500","$8,625,000","$7,812,500","$6,500,000","$2,681,783","$2,111,640","$1,973,880","$1,836,240",,,,,,,,,
BJ Mullens,,,,,,,,,,,,"$947,907","$2,253,061","$1,288,200","$1,204,200","$1,120,200",,,,,,,,,,,,,,,,,,,
Chris Johnson,,,,,,,,,,,,"$916,099","$508,586","$762,195","$164,368",,,,,,,,,,,,,,,,,,,,
Josh Harrellson,,,,,,,,,,,,"$884,293","$358,680","$473,604",,,,,,,,,,,,,,,,,,,,,
Tornike Shengelia,,,,,,,,,,,,"$788,872","$473,604",,,,,,,,,,,,,,,,,,,,,,
Doron Lamb,,,,,,,,,,,,"$788,872","$650,000",,,,,,,,,,,,,,,,,,,,,,
Diante Garrett,,,,,,,,,,,,"$719,266","$473,604",,,,,,,,,,,,,,,,,,,,,,
Jeremy Tyler,,,,,,,,,,,,"$556,584","$762,195","$650,000",,,,,,,,,,,,,,,,,,,,,
Ryan Gomes,,,,,,,,,,,,"$495,521","$4,000,000","$4,000,000","$4,000,000","$3,867,500","$3,650,000","$770,610","$664,209","$428,762",,,,,,,,,,,,,,,
Peyton Siva,,,,,,,,,,,,"$490,180",,,,,,,,,,,,,,,,,,,,,,,
Solomon Jones,,,,,,,,,,,,"$474,583","$62,912","$440,353","$1,500,000","$1,620,000","$797,581","$729,000","$675,000",,,,,,,,,,,,,,,,
Erik Murphy,,,,,,,,,,,,"$455,580",,,,,,,,,,,,,,,,,,,,,,,
Jason Collins,,,,,,,,,,,,"$436,316","$1,352,181","$1,352,181","$1,352,181","$1,181,803","$6,200,000","$6,100,000","$5,800,000","$5,500,000","$1,887,864","$1,227,480","$1,147,440","$1,067,400",,,,,,,,,,,
Daniel Orton,,,,,,,,,,,,"$369,322","$762,195","$1,105,560","$1,028,400",,,,,,,,,,,,,,,,,,,,
Maalik Wayns,,,,,,,,,,,,"$361,952","$334,308",,,,,,,,,,,,,,,,,,,,,,
Hilton Armstrong,,,,,,,,,,,,"$296,138",,,"$992,680","$2,801,198","$2,032,800","$1,900,200","$1,767,600",,,,,,,,,,,,,,,,
Stephen Jackson,,,,,,,,,,,,"$238,739","$10,060,000","$9,256,500","$8,453,250","$7,650,000","$7,140,000","$6,630,000","$6,120,000","$5,610,000","$5,100,000","$1,000,000","$699,935","$590,850","$316,969",,,,,,,,,,
Hamed Haddadi,,,,,,,,,,,,"$200,000","$1,300,000","$1,300,000","$1,600,000","$1,627,779","$1,572,221",,,,,,,,,,,,,,,,,,
Chris Smith,,,,,,,,,,,,"$184,538",,,,,,,,,,,,,,,,,,,"$355,000","$270,000","$200,000",,
James Southerland,,,,,,,,,,,,"$155,704",,,,,,,,,,,,,,,,,,,,,,,
Jamaal Tinsley,,,,,,,,,,,,"$139,951","$1,352,181","$1,229,255","$5,500,000","$6,190,300","$6,750,000","$6,300,000","$5,850,000","$5,400,000","$1,554,326","$861,600","$805,320","$749,160",,,,,,,,,,,
Chris Wright,,,,,,,,,,,,"$139,212","$27,859","$473,604",,,,,,,,,,,,,,,,,,,,,
Dexter Pittman,,,,,,,,,,,,"$107,776","$854,389","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,
Damion James,,,,,,,,,,,,"$107,776","$50,258","$1,243,080","$1,156,320",,,,,,,,,,,,,,,,,,,,
Othyus Jeffers,,,,,,,,,,,,"$104,034",,,,,,,,,,,,,,,,,,,,,,,
Elias Harris,,,,,,,,,,,,"$100,000",,,,,,,,,,,,,,,,,,,,,,,
Royal Ivey,,,,,,,,,,,,"$74,839","$1,223,166","$1,200,000","$1,200,000","$1,050,000","$854,957","$826,046","$744,551","$641,748","$425,000",,,,,,,,,,,,,,
Melvin Ely,,,,,,,,,,,,"$74,469",,,"$1,223,166",,"$998,398","$895,341","$3,303,813","$2,401,027","$1,742,400","$1,628,760","$1,490,120",,,,,,,,,,,,
Casper Ware,,,,,,,,,,,,"$69,201",,,,,,,,,,,,,,,,,,,,,,,
Mustafa Shakur,,,,,,,,,,,,"$46,404",,,"$89,670",,,,,,,,,,,,,,,,,,,,
Darius Johnson-Odom,,,,,,,,,,,,"$46,404","$195,013",,,,,,,,,,,,,,,,,,,,,,
Shane Edwards,,,,,,,,,,,,"$28,834",,,,,,,,,,,,,,,,,,,,,,,
Baron Davis,,,,,,,,,,,,,"$14,850,000","$15,252,181","$13,000,000","$12,150,000","$11,250,000","$16,440,000","$15,070,000","$13,700,000","$12,330,000","$10,960,000","$3,942,922","$3,119,400","$2,916,000","$2,712,480",,,,,,,,,
Corey Maggette,,,,,,,,,,,,,"$10,924,138","$10,262,069","$9,600,000","$8,937,931","$8,275,862","$7,000,000","$7,000,000","$7,000,000","$7,000,000","$7,000,000","$2,069,764","$1,448,400","$1,353,960","$1,259,400",,,,,,,,,
Lamar Odom,,,,,,,,,,,,,"$8,200,000","$8,900,000","$8,200,000","$7,500,000","$14,148,596","$13,248,596","$12,348,596","$11,465,333","$10,548,596","$9,963,596","$3,557,585","$2,812,320","$2,628,960","$2,445,480",,,,,,,,,
DeSagana Diop,,,,,,,,,,,,,"$7,372,200","$6,925,400","$6,478,600","$6,031,800","$5,585,000","$2,146,000","$1,998,000","$1,850,000","$2,695,164","$2,118,840","$1,980,600","$1,842,480",,,,,,,,,,,
Darko Milicic,,,,,,,,,,,,,"$6,457,255","$4,776,500","$4,325,000","$7,500,000","$7,020,000","$6,500,000","$5,218,622","$4,135,200","$3,865,440","$3,595,800",,,,,,,,,,,,,
Luke Walton,,,,,,,,,,,,,"$6,091,363","$5,680,000","$5,260,000","$4,840,000","$4,420,000","$4,000,000","$1,375,000","$1,250,000","$620,046","$366,931",,,,,,,,,,,,,
Daniel Gibson,,,,,,,,,,,,,"$4,792,332","$4,403,834","$4,015,334","$4,088,500","$3,700,000","$687,456","$412,718",,,,,,,,,,,,,,,,
Hakim Warrick,,,,,,,,,,,,,"$4,000,000","$4,000,000","$4,250,000","$3,000,000","$2,119,102","$1,376,040","$1,286,280","$1,196,520",,,,,,,,,,,,,,,
Daequan Cook,,,,,,,,,,,,,"$3,602,675","$3,341,558","$2,169,857","$1,362,120","$1,273,200","$1,184,400",,,,,,,,,,,,,,,,,
Johan Petro,,,,,,,,,,,,,"$3,500,000","$3,250,000","$3,250,000","$884,881","$1,939,893","$1,077,120","$1,006,800","$936,600",,,,,,,,,,,,,,,
Matt Carroll,,,,,,,,,,,,,"$3,500,000","$3,900,000","$4,300,000","$4,700,000","$5,050,000","$5,450,000","$1,188,000","$1,100,000",,"$349,032",,,,,,,,,,,,,
Raja Bell,,,,,,,,,,,,,"$3,480,000","$3,240,000","$3,000,000","$5,250,000","$5,000,000","$4,750,000","$4,500,000","$4,250,000","$1,320,000","$688,679","$612,435","$540,850",,,,,,,,,,,
Jason Kidd,,,,,,,,,,,,,"$3,090,000","$10,121,000","$8,610,500","$8,000,000","$21,372,000","$19,728,000","$18,084,000","$16,440,000","$14,796,000","$13,152,000","$9,265,000","$8,447,500","$7,680,000","$6,858,335","$6,041,000","$5,223,333","$4,408,000","$3,588,000","$2,770,800",,,,
DeShawn Stevenson,,,,,,,,,,,,,"$2,240,450","$2,500,000","$4,151,786","$3,886,928","$3,616,072","$1,033,930","$932,015","$2,750,000","$2,500,000","$1,616,087","$952,320","$890,280","$828,120",,,,,,,,,,
Rodrigue Beaubois,,,,,,,,,,,,,"$2,227,332","$1,236,720","$1,156,080","$1,075,440",,,,,,,,,,,,,,,,,,,
Grant Hill,,,,,,,,,,,,,"$1,957,000","$6,500,000","$3,324,000","$3,000,000","$1,976,400","$1,830,000","$16,901,500","$15,694,250","$14,487,000","$13,279,750","$12,072,500","$10,865,250","$9,660,000","$6,939,000","$6,675,000","$5,850,000","$5,025,000","$4,050,000","$2,750,000",,,,
Renaldo Balkman,,,,,,,,,,,,,"$1,675,000","$1,675,000","$1,675,000","$2,112,417","$1,369,920","$1,280,640","$1,191,240",,,,,,,,,,,,,,,,
Gary Forbes,,,,,,,,,,,,,"$1,500,000","$1,500,000","$473,604",,,,,,,,,,,,,,,,,,,,
Jared Jeffries,,,,,,,,,,,,,"$1,475,106","$1,229,255","$6,883,800","$6,466,600","$6,049,400","$5,632,200","$5,215,000","$2,433,824","$1,834,080","$1,714,440","$1,594,920",,,,,,,,,,,,
Keyon Dooling,,,,,,,,,,,,,"$1,471,491","$2,246,400","$2,000,000","$3,564,000","$3,300,000","$3,596,000","$3,348,000","$3,100,000","$745,046","$2,256,444","$1,769,760","$1,654,320","$1,538,880",,,,,,,,,,
Nolan Smith,,,,,,,,,,,,,"$1,404,960","$1,306,920",,,,,,,,,,,,,,,,,,,,,
Chris Wilcox,,,,,,,,,,,,,"$1,352,181","$3,000,000","$3,000,000","$3,000,000","$6,750,000","$6,500,000","$6,250,000","$2,812,239","$2,210,880","$2,066,760","$1,922,520",,,,,,,,,,,,
Jerry Stackhouse,,,,,,,,,,,,,"$1,352,181","$1,352,181","$222,712","$2,668,598","$7,000,000","$6,750,000","$9,296,874","$8,367,187","$7,437,500","$6,906,250","$6,375,000","$5,843,750","$5,310,000","$4,781,250","$3,887,000","$2,583,360","$2,286,000","$1,987,000",,,,,
Vladimir Radmanovic,,,,,,,,,,,,,"$1,352,181","$1,352,181","$6,883,800","$6,466,600","$6,049,400","$5,632,200","$5,215,000","$3,166,155","$2,300,984","$1,669,800","$1,560,840","$1,452,000",,,,,,,,,,,
Joel Przybilla,,,,,,,,,,,,,"$1,352,181","$1,145,027","$7,405,300","$6,857,725","$6,310,150","$5,762,575","$5,215,000","$1,560,000","$1,500,000","$2,373,309","$1,862,880","$1,741,440","$1,619,880",,,,,,,,,,
Rasheed Wallace,,,,,,,,,,,,,"$1,352,181",,"$6,322,320","$5,854,000","$13,930,000","$12,540,000","$11,650,000","$10,860,000","$9,720,000","$17,000,000","$16,200,000","$14,400,000","$12,600,000","$10,800,000","$9,000,000","$2,329,080","$2,060,000","$1,493,000",,,,,
Kurt Thomas,,,,,,,,,,,,,"$1,352,181","$1,352,181","$1,352,181","$3,800,000","$4,200,000","$8,091,188","$7,821,482","$6,620,062","$5,884,500","$5,394,125","$4,903,750","$4,413,375","$3,680,000","$1,925,000","$1,750,000","$1,398,960","$1,238,000","$1,071,000",,,,,
Jeremy Pargo,,,,,,,,,,,,,"$1,313,845","$1,000,000",,,,,,,,,,,,,,,,,,,,,
Dominique Jones,,,,,,,,,,,,,"$1,276,560","$1,193,280","$1,110,120",,,,,,,,,,,,,,,,,,,,
Aleksandar Pavlovic,,,,,,,,,,,,,"$1,232,713","$1,223,166","$202,295","$2,750,000","$4,500,000","$4,250,000","$1,962,206","$1,274,160","$1,191,000","$1,107,960",,,,,,,,,,,,,
Marquis Daniels,,,,,,,,,,,,,"$1,229,255","$1,223,166","$2,470,000","$1,990,000","$6,864,200","$6,373,900","$5,883,600","$5,393,300","$4,903,000","$366,931",,,,,,,,,,,,,
Delonte West,,,,,,,,,,,,,"$1,223,166","$1,146,337","$1,069,509","$4,254,250","$3,850,000","$1,889,760","$1,080,480","$1,010,040","$939,480",,,,,,,,,,,,,,
Lazar Hayward,,,,,,,,,,,,,"$1,209,260","$1,097,520","$1,020,960",,,,,,,,,,,,,,,,,,,,
Dominic McGuire,,,,,,,,,,,,,"$1,195,578","$915,852","$884,120","$825,497","$711,517","$427,163",,,,,,,,,,,,,,,,,
Christian Eyenga,,,,,,,,,,,,,"$1,174,080","$1,097,520","$1,020,960",,,,,,,,,,,,,,,,,,,,
JaJuan Johnson,,,,,,,,,,,,,"$1,120,440","$1,042,320",,,,,,,,,,,,,,,,,,,,,
Josh Howard,,,,,,,,,,,,,"$1,113,560","$2,150,000","$3,000,000","$10,890,000","$9,945,000","$9,000,000","$1,667,603","$923,880","$863,640","$773,400",,,,,,,,,,,,,
Luke Harangody,,,,,,,,,,,,,"$1,054,389","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,
Devin Ebanks,,,,,,,,,,,,,"$1,040,000","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,
Mickael Pietrus,,,,,,,,,,,,,"$1,005,096","$6,523,166","$5,300,000","$5,300,000","$5,300,000","$3,470,770","$2,535,260","$1,910,520","$1,785,960","$1,527,946",,,,,,,,,,,,,
Jon Brockman,,,,,,,,,,,,,"$1,000,000","$1,000,000","$1,000,000","$457,588",,,,,,,,,,,,,,,,,,,
Kelenna Azubuike,,,,,,,,,,,,,"$992,680",,"$3,300,000","$3,132,000","$2,900,000","$687,456","$301,657",,,,,,,,,,,,,,,,
Ivan Johnson,,,,,,,,,,,,,"$962,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Will Conroy,,,,,,,,,,,,,"$854,389",,,"$48,559",,,"$35,378",,,,,,,,,,,,,,,,
James White,,,,,,,,,,,,,"$854,389",,,,,,"$818,153",,,,,,,,,,,,,,,,
Tyler Honeycutt,,,,,,,,,,,,,"$850,000","$775,000",,,,,,,,,,,,,,,,,,,,,
Brad Miller,,,,,,,,,,,,,"$848,000","$4,752,000","$4,400,000","$12,250,000","$11,375,000","$10,500,000","$9,625,000","$8,750,000","$7,875,000","$7,000,000","$4,800,000","$4,400,000","$4,000,000","$385,000","$287,500",,,,,,,,
Cory Higgins,,,,,,,,,,,,,"$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Josh Selby,,,,,,,,,,,,,"$762,195","$550,000",,,,,,,,,,,,,,,,,,,,,
Trey Thompkins,,,,,,,,,,,,,"$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Charles Jenkins,,,,,,,,,,,,,"$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Sam Young,,,,,,,,,,,,,"$761,319","$947,800","$886,000","$824,200",,,,,,,,,,,,,,,,,,,
Tyshawn Taylor,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
Kim English,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
