PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Ben Hansbrough,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
DeQuan Jones,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
Luke Zeller,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
Kevin Murphy,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,,
Mickael Gelabale,,,,,,,,,,,,,"$452,323",,,,,"$802,000","$802,000",,,,,,,,,,,,,,,,
Jordan Williams,,,,,,,,,,,,,"$420,000","$473,604",,,,,,,,,,,,,,,,,,,,,
Kevin Jones,,,,,,,,,,,,,"$390,000",,,,,,,,,,,,,,,,,,,,,,
Juwan Howard,,,,,,,,,,,,,"$373,838","$1,352,181","$1,352,181","$1,306,455","$8,355,619","$8,094,997","$6,392,100","$5,900,400","$5,408,700","$4,917,000","$20,625,000","$18,750,000","$16,875,000","$15,000,000","$13,125,000","$11,250,000","$9,750,000","$1,702,000","$1,309,000",,,,
Samardo Samuels,,,,,,,,,,,,,"$346,781","$762,195","$500,000",,,,,,,,,,,,,,,,,,,,
Terrel Harris,,,,,,,,,,,,,"$304,878","$473,604",,,,,,,,,,,,,,,,,,,,,
Micheal Eric,,,,,,,,,,,,,"$300,000",,,,,,,,,,,,,,,,,,,,,,
Terrence Williams,,,,,,,,,,,,,"$296,775","$2,369,040","$2,214,480","$2,060,040",,,,,,,,,,,,,,,,,,,
Travis Leslie,,,,,,,,,,,,,"$294,835","$473,604",,,,,,,,,,,,,,,,,,,,,
DJ White,,,,,,,,,,,,,"$263,980","$2,001,167","$1,108,680","$1,036,440","$964,080",,,,,,,,,,,,,,,,,,
Troy Murphy,,,,,,,,,,,,,"$226,619","$1,352,181","$11,968,253","$11,047,619","$10,126,984","$9,206,349","$8,285,714","$7,365,079","$2,231,808","$1,506,960","$1,408,680","$1,310,400",,,,,,,,,,,
Kris Joseph,,,,,,,,,,,,,"$225,657",,,,,,,,,,,,,,,,,,,,,,
DaJuan Summers,,,,,,,,,,,,,"$177,024","$303,137","$762,195","$457,588",,,,,,,,,,,,,,,,,,,
Chris Quinn,,,,,,,,,,,,,"$169,339",,"$861,978","$1,055,000","$972,581","$687,456","$412,718",,,,,,,,,,,,,,,,
Tim Ohlbrecht,,,,,,,,,,,,,"$142,081",,,,,,,,,,,,,,,,,,,,,,
Tracy McGrady,,,,,,,,,,,,,"$79,540","$1,352,181","$1,352,181","$23,239,562","$20,370,437","$19,014,187","$16,901,500","$15,694,250","$14,487,000","$13,279,750","$12,072,500","$10,865,250","$9,660,000","$1,767,120","$1,563,000","$1,359,360",,,,,,,
Justin Dentmon,,,,,,,,,,,,,"$44,835",,,,,,,,,,,,,,,,,,,,,,
Josh Akognon,,,,,,,,,,,,,"$41,788",,,,,,,,,,,,,,,,,,,,,,
Eddy Curry,,,,,,,,,,,,,"$31,629","$1,229,255","$11,530,592","$10,500,423","$9,723,983","$8,947,543","$8,171,103","$7,390,000","$3,896,402","$3,080,160","$2,879,280","$2,678,400",,,,,,,,,,,
Mehmet Okur,,,,,,,,,,,,,,"$10,890,000","$9,945,000","$9,000,000","$8,500,000","$8,500,000","$8,250,000","$8,250,000","$7,500,000","$1,100,000","$1,000,000",,,,,,,,,,,,
James Posey,,,,,,,,,,,,,,"$7,595,600","$7,148,800","$6,031,800","$5,585,000","$3,206,000","$6,392,100","$5,900,400","$5,408,700","$4,917,000","$1,723,606","$1,120,680","$1,047,600","$974,520",,,,,,,,,
Andres Nocioni,,,,,,,,,,,,,,"$6,650,000","$6,850,000","$7,500,000","$8,000,000","$8,500,000","$3,950,000","$2,775,000","$2,525,000",,,,,,,,,,,,,,
Charlie Bell,,,,,,,,,,,,,,"$4,099,920","$4,447,792","$3,596,000","$3,354,480","$3,100,000","$744,551","$641,748",,,,"$89,292",,,,,,,,,,,
Jonny Flynn,,,,,,,,,,,,,,"$3,414,720","$3,192,000","$2,969,280",,,,,,,,,,,,,,,,,,,
Jeff Foster,,,,,,,,,,,,,,"$3,000,000","$6,655,000","$6,077,500","$5,500,000","$5,500,000","$5,500,000","$5,000,000","$4,500,000","$4,000,000","$1,571,335","$986,400","$922,080","$857,760",,,,,,,,,
Eduardo Najera,,,,,,,,,,,,,,"$2,750,000","$3,000,000","$3,100,000","$3,250,000","$4,952,380","$4,571,428","$4,190,476","$3,809,524","$3,428,572","$3,047,620","$465,850","$316,969",,,,,,,,,,
Antonio McDyess,,,,,,,,,,,,,,"$2,640,000","$4,860,000","$7,500,000","$3,950,419","$6,373,900","$5,883,600","$5,393,300","$4,903,000","$13,500,000","$12,600,000","$11,700,000","$10,800,000","$9,900,000","$9,000,000","$2,876,640","$2,545,000","$2,213,000",,,,,
Anthony Parker,,,,,,,,,,,,,,"$2,250,000","$2,855,700","$2,644,230","$4,550,000","$4,350,000","$4,150,000",,,,,,,"$980,280","$867,120","$754,080",,,,,,,
Ben Wallace,,,,,,,,,,,,,,"$2,246,400","$2,080,000","$1,306,445","$14,500,000","$15,500,000","$16,000,000","$7,500,000","$7,000,000","$5,500,000","$5,200,000","$4,700,000","$4,000,000","$893,750","$800,000","$326,700","$247,500",,,,,,
Rudy Fernandez,,,,,,,,,,,,,,"$2,180,443","$1,246,680","$1,165,320","$1,084,080",,,,,,,,,,,,,,,,,,
Donte Greene,,,,,,,,,,,,,,"$2,015,896","$1,116,840","$1,044,000","$971,160",,,,,,,,,,,,,,,,,,
Craig Brackins,,,,,,,,,,,,,,"$1,404,960","$1,306,920",,,,,,,,,,,,,,,,,,,,
Brian Scalabrine,,,,,,,,,,,,,,"$1,352,181","$1,229,255","$3,413,793","$3,206,897","$3,000,000","$2,793,103","$2,586,207","$900,000","$800,000","$512,435","$332,817",,,,,,,,,,,
Brian Cardinal,,,,,,,,,,,,,,"$1,352,181","$1,352,181","$6,750,000","$6,300,000","$5,850,000","$5,400,000","$5,393,300","$4,903,000","$663,679","$587,435","$465,850","$316,969",,,,,,,,,,
Eddie House,,,,,,,,,,,,,,"$1,352,181","$1,352,181","$2,862,000","$2,650,000","$1,500,000","$1,400,000","$835,810","$1,388,327","$750,000","$637,435","$465,850","$316,969",,,,,,,,,,
Mike Bibby,,,,,,,,,,,,,,"$1,352,181","$5,564,767","$6,217,617","$14,983,603","$13,500,000","$12,500,000","$11,500,000","$10,500,000","$9,500,000","$8,500,000","$4,174,893","$3,308,160","$3,092,400","$2,400,000",,,,,,,,
Tony Battie,,,,,,,,,,,,,,"$1,352,181","$1,352,181","$6,292,000","$5,746,000","$5,200,000","$5,746,000","$5,200,000","$4,800,000","$4,400,000","$4,000,000","$3,600,000","$3,200,000","$2,530,920","$2,238,000","$1,946,880",,,,,,,
Jamaal Magloire,,,,,,,,,,,,,,"$1,352,181","$1,229,255","$1,229,225","$1,141,838","$4,000,000","$8,433,334","$8,533,333","$8,533,333","$1,726,771","$1,121,280","$1,048,080","$975,000",,,,,,,,,,
Anthony Carter,,,,,,,,,,,,,,"$1,352,181","$1,352,181","$1,306,455","$1,147,533","$1,103,225",,"$900,498","$807,546","$751,179","$3,656,250","$3,250,000","$1,200,000","$385,000",,,,,,,,,
Michael Redd,,,,,,,,,,,,,,"$1,308,506","$18,300,000","$17,040,000","$15,780,000","$14,520,000","$13,260,000","$12,000,000","$3,000,000","$3,000,000","$3,000,000","$465,850","$316,969",,,,,,,,,,
Brian Cook,,,,,,,,,,,,,,"$1,223,166","$1,146,337","$3,500,000","$3,500,000","$3,500,000","$1,817,141","$1,038,960","$971,160","$903,360",,,,,,,,,,,,,
Jason Kapono,,,,,,,,,,,,,,"$1,223,166","$6,641,440","$6,212,960","$5,784,480","$5,356,000","$1,188,000","$1,100,000","$620,046","$366,931",,,,,,,,,,,,,
Maurice Evans,,,,,,,,,,,,,,"$1,223,166","$2,500,000","$2,500,000","$2,500,000","$1,740,000","$1,620,000","$1,500,000","$695,046",,,"$332,817",,,,,,,,,,,
TJ Ford,,,,,,,,,,,,,,"$1,146,337","$8,500,000","$8,500,000","$8,000,000","$8,000,000","$2,929,467","$2,303,040","$2,152,800","$2,002,680",,,,,,,,,,,,,
Shelden Williams,,,,,,,,,,,,,,"$992,680","$915,852","$825,497","$3,395,760","$3,174,240","$2,952,840",,,,,,,,,,,,,,,,
Von Wafer,,,,,,,,,,,,,,"$992,680","$915,852",,"$826,269","$770,610","$24,300","$398,762",,,,,,,,,,,,,,,
Craig Smith,,,,,,,,,,,,,,"$992,680","$2,300,000","$2,500,000","$2,500,000","$687,456","$412,718",,,,,,,,,,,,,,,,
Sean Williams,,,,,,,,,,,,,,"$885,120",,"$1,629,120","$1,522,920","$1,416,600",,,,,,,,,,,,,,,,,
Sundiata Gaines,,,,,,,,,,,,,,"$854,389","$327,296","$269,169",,,,,,,,,,,,,,,,,,,
Derrick Brown,,,,,,,,,,,,,,"$854,389","$762,195","$457,588",,,,,,,,,,,,,,,,,,,
Erick Dampier,,,,,,,,,,,,,,"$850,522","$1,129,469","$12,115,500","$11,553,000","$10,590,500","$9,628,000","$8,662,500","$7,700,000","$7,842,000","$6,858,500","$6,235,000","$5,610,000","$4,988,000","$1,538,000","$1,478,880","$1,184,000",,,,,,
Solomon Alabi,,,,,,,,,,,,,,"$830,000","$770,000",,,,,,,,,,,,,,,,,,,,
Andy Rautins,,,,,,,,,,,,,,"$788,872","$600,000",,,,,,,,,,,,,,,,,,,,
Semih Erden,,,,,,,,,,,,,,"$762,195","$473,604",,,,,,,,,,,,,,,,,,,,
Armon Johnson,,,,,,,,,,,,,,"$762,195","$473,604",,,,,,,,,,,,,,,,,,,,
Bobby Simmons,,,,,,,,,,,,,,"$594,836","$71,951","$10,560,000","$10,602,667","$9,280,000","$8,640,000","$8,000,000","$825,000","$638,679","$849,892","$332,817",,,,,,,,,,,
Ryan Reid,,,,,,,,,,,,,,"$475,000",,,,,,,,,,,,,,,,,,,,,
Vernon Macklin,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,,
Larry Hughes,,,,,,,,,,,,,,"$414,443",,"$13,655,268","$12,827,676","$12,000,084","$13,363,012","$10,344,900","$5,455,200","$5,000,600","$4,546,000","$2,343,635","$1,842,480","$1,722,240","$1,330,000",,,,,,,,
Walker Russell,,,,,,,,,,,,,,"$374,289",,,,,,,,,,,,,,,,,,,,,
Francisco Elson,,,,,,,,,,,,,,"$305,792","$1,146,337","$1,700,000","$1,700,000","$3,000,000","$3,000,000","$719,373","$620,046","$366,931",,,,,,,,,,,,,
Derrick Caracter,,,,,,,,,,,,,,"$270,427","$473,604",,,,,,,,,,,,,,,,,,,,
Hamady N'Diaye,,,,,,,,,,,,,,"$270,427","$473,604",,,,,,,,,,,,,,,,,,,,
Mickell Gladness,,,,,,,,,,,,,,"$248,263",,,,,,,,,,,,,,,,,,,,,
Darington Hobson,,,,,,,,,,,,,,"$245,884","$103,078",,,,,,,,,,,,,,,,,,,,
Jeff Foote,,,,,,,,,,,,,,"$225,341",,,,,,,,,,,,,,,,,,,,,
Mychel Thompson,,,,,,,,,,,,,,"$168,035",,,,,,,,,,,,,,,,,,,,,
Carldell Johnson,,,,,,,,,,,,,,"$168,035",,,,,,,,,,,,,,,,,,,,,
Dennis Horner,,,,,,,,,,,,,,"$91,642",,,,,,,,,,,,,,,,,,,,,
Larry Owens,,,,,,,,,,,,,,"$86,052","$55,718",,,,,,,,,,,,,,,,,,,,
Brian Skinner,,,,,,,,,,,,,,"$65,446","$270,436","$1,306,455","$1,262,275","$1,108,718","$5,400,000","$4,950,000","$4,500,000","$1,500,000","$637,435","$1,483,461","$901,800","$843,000","$653,500",,,,,,,,
Ike Diogu,,,,,,,,,,,,,,"$64,028","$608,772","$884,881","$2,912,823","$2,286,360","$2,137,200","$1,988,160",,,,,,,,,,,,,,,
Andre Emmett,,,,,,,,,,,,,,"$61,433",,,,,,"$641,748","$385,277",,,,,,,,,,,,,,
Ben Uzoh,,,,,,,,,,,,,,"$61,433","$473,604",,,,,,,,,,,,,,,,,,,,
Garret Siler,,,,,,,,,,,,,,"$51,097","$473,640",,,,,,,,,,,,,,,,,,,,
Courtney Fortson,,,,,,,,,,,,,,"$42,009",,,,,,,,,,,,,,,,,,,,,
Yao Ming,,,,,,,,,,,,,,,"$17,686,100","$16,378,325","$15,070,550","$13,762,775","$12,455,000","$5,594,906","$4,436,880","$4,147,560","$3,858,240",,,,,,,,,,,,
Predrag Stojakovic,,,,,,,,,,,,,,,"$15,532,320","$13,392,000","$12,528,000","$11,664,000","$10,800,000","$7,500,000","$6,875,000","$6,250,000","$5,625,000","$5,000,000","$1,480,000","$1,310,400",,,,,,,,,
Marko Jaric,,,,,,,,,,,,,,,"$7,625,000","$7,100,000","$6,575,000","$6,050,000","$5,525,000","$5,000,000","$2,100,000","$1,925,000","$1,750,000",,,,,,,,,,,,
Dan Gadzuric,,,,,,,,,,,,,,,"$7,248,325","$6,749,260","$6,250,195","$5,751,130","$5,252,065","$4,750,000","$695,046","$563,679","$349,458",,,,,,,,,,,,
Morris Peterson,,,,,,,,,,,,,,,"$6,665,000","$6,212,960","$5,592,240","$5,356,000","$4,550,000","$4,550,000","$4,400,000","$1,646,079","$1,033,320","$966,000","$898,560",,,,,,,,,,
Nenad Krstic,,,,,,,,,,,,,,,"$5,543,116","$5,400,000","$4,778,548","$1,889,760","$1,080,480","$1,010,040","$939,480",,,,,,,,,,,,,,
Marcus Banks,,,,,,,,,,,,,,,"$4,847,586","$4,553,793","$4,260,000","$3,966,207","$3,672,414","$1,724,280","$1,611,840","$1,499,400",,,,,,,,,,,,,
Darius Songaila,,,,,,,,,,,,,,,"$4,818,000","$4,526,000","$4,235,000","$3,942,000","$3,650,000","$2,200,000","$1,600,000","$366,931",,,,,,,,,,,,,
Jamario Moon,,,,,,,,,,,,,,,"$3,000,000","$2,750,000","$711,517","$427,163",,,,,,,,,,,,,,,,,
Julian Wright,,,,,,,,,,,,,,,"$2,858,057","$2,000,040","$1,869,600","$1,739,160",,,,,,,,,,,,,,,,,
Al Thornton,,,,,,,,,,,,,,,"$2,814,196","$1,900,200","$1,776,240","$1,652,280",,,,,,,,,,,,,,,,,
David Andersen,,,,,,,,,,,,,,,"$2,500,000","$2,300,000",,,,,,,,,,,,,,,,,,,
Jason Williams,,,,,,,,,,,,,,,"$1,877,145","$1,306,455","$1,262,275","$8,937,500","$8,250,000","$7,562,500","$6,875,000","$6,187,500","$5,500,000","$2,554,072","$2,011,080","$1,879,920","$1,460,000",,,,,,,,
Shaquille O'Neal,,,,,,,,,,,,,,,"$1,352,181","$20,000,000","$21,000,000","$20,000,000","$20,000,000","$20,000,000","$27,696,430","$24,749,999","$23,571,429","$21,428,572","$19,285,715","$17,142,858","$15,000,000","$12,857,143","$10,714,000","$5,700,000","$4,800,000","$3,900,000","$3,000,000",,
Theo Ratliff,,,,,,,,,,,,,,,"$1,352,181","$1,306,455","$1,262,275","$11,666,666","$11,666,666","$11,666,666","$10,937,500","$10,156,250","$9,375,000","$9,667,969","$7,800,000","$7,031,250","$6,000,000","$928,080","$821,000","$714,000",,,,,
Joe Smith,,,,,,,,,,,,,,,"$1,352,181","$1,306,455","$4,795,000","$5,200,000","$6,807,000","$6,353,200","$5,899,400","$5,445,600","$4,991,800","$4,538,000","$2,250,000","$2,100,000","$1,750,000","$3,165,160","$2,794,000","$2,473,000",,,,,
Zydrunas Ilgauskas,,,,,,,,,,,,,,,"$1,352,181","$11,541,074","$10,841,615","$10,142,156","$9,442,697","$8,740,000","$14,625,000","$13,500,000","$12,375,000","$11,250,000","$10,130,000","$9,000,000","$936,000","$828,000","$720,000",,,,,,
Earl Boykins,,,,,,,,,,,,,,,"$1,352,181","$1,191,180",,"$533,572","$2,950,000","$2,750,000","$2,500,000","$2,500,000","$1,243,605","$650,000","$498,500","$88,324","$287,500",,,,,,,,
Sean Marks,,,,,,,,,,,,,,,"$1,264,687","$1,187,686","$1,141,838","$1,033,930","$932,015","$835,810","$745,046","$596,295","$612,435","$565,850",,"$385,000","$287,500",,,,,,,,
Malik Allen,,,,,,,,,,,,,,,"$1,229,255","$1,300,000","$1,300,000","$998,398","$1,803,600","$1,670,000","$1,950,625","$1,510,000","$512,435","$332,817",,,,,,,,,,,
Etan Thomas,,,,,,,,,,,,,,,"$1,223,166","$7,350,000","$6,864,200","$6,373,900","$5,883,600","$5,393,300","$4,903,000","$2,200,942","$1,597,200","$1,493,040","$1,388,880",,,,,,,,,,
Carlos Arroyo,,,,,,,,,,,,,,,"$1,223,166","$1,107,572",,"$4,100,000","$4,100,000","$4,000,000","$4,000,000","$800,000","$546,000","$332,817",,,,,,,,,,,
Quinton Ross,,,,,,,,,,,,,,,"$1,146,337","$1,033,342","$854,957","$826,046","$771,331","$700,000","$620,046",,,,,,,,,,,,,,
Kyrylo Fesenko,,,,,,,,,,,,,,,"$1,087,500","$870,000","$810,000","$750,000",,,,,,,,,,,,,,,,,
Josh Powell,,,,,,,,,,,,,,,"$1,069,609","$959,111","$854,957","$800,000","$744,551","$398,762",,,,,,,,,,,,,,,
Didier Ilunga-Mbenga,,,,,,,,,,,,,,,"$1,069,509","$959,111","$2,852,599","$2,483,569","$1,628,959","$880,000","$800,000",,,,,,,,,,,,,,
Stephen Graham,,,,,,,,,,,,,,,"$992,680","$884,881","$826,269","$770,610","$259,204","$48,630",,,,,,,,,,,,,,,
Joey Graham,,,,,,,,,,,,,,,"$992,680","$884,881","$2,449,184","$1,596,600","$1,492,440","$1,388,400",,,,,,,,,,,,,,,
Fabricio Oberto,,,,,,,,,,,,,,,"$992,680","$3,900,000","$3,600,000","$3,600,000","$2,500,000","$2,325,000",,,,,,,,,,,,,,,
Luther Head,,,,,,,,,,,,,,,"$992,680","$884,881","$1,962,378","$1,122,000","$1,048,800","$975,600",,,,,,,,,,,,,,,
Antoine Wright,,,,,,,,,,,,,,,"$992,680","$2,110,550","$1,800,000","$1,680,600","$1,570,920","$1,461,360",,,,,,,,,,,,,,,
Leon Powe,,,,,,,,,,,,,,,"$915,852","$855,189","$797,581","$687,456","$432,000",,,,,,,,,,,,,,,,
Acie Law,,,,,,,,,,,,,,,"$859,087","$2,216,160","$2,071,680","$1,927,080",,,,,,,,,,,,,,,,,
Darnell Jackson,,,,,,,,,,,,,,,"$854,389","$736,420","$450,000",,,,,,,,,,,,,,,,,,
Jermaine Taylor,,,,,,,,,,,,,,,"$780,871","$725,000",,,,,,,,,,,,,,,,,,,
Rodney Carney,,,,,,,,,,,,,,,"$651,872","$855,189","$1,655,760","$1,547,760","$1,439,760",,,,,,,,,,,,,,,,
Jarron Collins,,,,,,,,,,,,,,,"$643,551","$1,181,803","$2,074,302","$2,350,000","$2,625,698","$1,700,000","$1,700,000","$1,250,000","$1,150,000","$332,817",,,,,,,,,,,
Willie Warren,,,,,,,,,,,,,,,"$500,000",,,,,,,,,,,,,,,,,,,,
Gani Lawal,,,,,,,,,,,,,,,"$473,640",,,,,,,,,,,,,,,,,,,,
Pape Sy,,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,
Sherron Collins,,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,
Terrico White,,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,
Da'Sean Butler,,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,
Pooh Jeter,,,,,,,,,,,,,,,"$473,604",,,,,,,,,,,,,,,,,,,,
Pops Mensah-Bonsu,,,,,,,,,,,,,,,"$364,461","$330,199",,,"$412,718",,,,,,,,,,,,,,,,
Jawad Williams,,,,,,,,,,,,,,,"$321,652","$736,420","$244,463",,,,,,,,,,,,,,,,,,
Ime Udoka,,,,,,,,,,,,,,,"$264,232","$838,034","$1,080,000","$1,000,000","$744,551",,,,,,,,,,,,,,,,
Zabian Dowdell,,,,,,,,,,,,,,,"$242,374",,,,,,,,,,,,,,,,,,,,
Joe Alexander,,,,,,,,,,,,,,,"$90,465","$2,583,360","$2,403,120",,,,,,,,,,,,,,,,,,
Trey Johnson,,,,,,,,,,,,,,,"$89,670",,"$187,258",,,,,,,,,,,,,,,,,,
Maurice Ager,,,,,,,,,,,,,,,"$83,305",,"$1,042,440","$974,400","$906,480",,,,,,,,,,,,,,,,
Matt Janning,,,,,,,,,,,,,,,"$58,504",,,,,,,,,,,,,,,,,,,,
Ronald Dupree,,,,,,,,,,,,,,,"$58,393",,,"$826,046","$771,331","$719,373","$620,046",,,,,,,,,,,,,,
Cuttino Mobley,,,,,,,,,,,,,,,,"$9,500,000","$9,100,000","$8,350,000","$8,125,000","$7,200,000","$5,884,500","$5,394,125","$4,903,750","$4,413,375","$3,920,000","$385,000","$287,500",,,,,,,,
Darius Miles,,,,,,,,,,,,,,,,"$9,000,000","$9,704,752","$8,250,000","$7,750,000","$7,250,000","$6,750,000","$4,130,701","$3,267,960","$3,054,840","$2,841,720",,,,,,,,,,
Kenny Thomas,,,,,,,,,,,,,,,,"$8,775,000","$8,562,500","$7,875,000","$7,187,500","$6,500,000","$6,000,000","$5,500,000","$1,557,684","$946,920","$885,120","$823,440",,,,,,,,,
Mark Blount,,,,,,,,,,,,,,,,"$7,962,500","$8,513,916","$7,901,040","$7,288,165","$5,515,875","$4,903,000","$944,922","$762,435","$540,850","$316,969",,,,,,,,,,
Tim Thomas,,,,,,,,,,,,,,,,"$7,773,055","$6,049,400","$5,632,200","$5,215,000","$13,975,000","$12,900,000","$11,825,000","$10,750,000","$9,675,000","$8,510,000","$2,098,560","$1,856,000","$1,614,240",,,,,,,
Jerome James,,,,,,,,,,,,,,,,"$6,600,000","$6,200,000","$5,800,000","$5,400,000","$5,000,000","$5,455,200","$5,000,600","$4,546,000","$465,850",,,"$287,500",,,,,,,,
Shareef Abdur-Rahim,,,,,,,,,,,,,,,,"$6,600,000",,"$5,800,000","$5,400,000","$5,000,000","$14,625,000","$13,500,000","$12,375,000","$11,250,000","$10,130,000","$9,000,000","$2,842,000","$2,513,760","$2,186,000",,,,,,
Matt Harpring,,,,,,,,,,,,,,,,"$6,500,000","$6,000,000","$6,000,000","$6,500,000","$5,020,000","$4,690,000","$4,290,000","$4,000,000","$1,908,401","$1,244,880","$1,163,760","$900,000",,,,,,,,
Antonio Daniels,,,,,,,,,,,,,,,,"$5,863,580","$6,200,000","$5,800,000","$5,400,000","$5,000,000","$2,200,000","$2,200,000","$3,375,000","$3,000,000","$2,820,000","$2,794,920","$2,472,000","$2,149,920",,,,,,,
Adam Morrison,,,,,,,,,,,,,,,,"$5,257,229","$4,159,200","$3,887,880","$3,616,680",,,,,,,,,,,,,,,,
Speedy Claxton,,,,,,,,,,,,,,,,"$5,209,454","$5,757,818","$6,306,182","$6,854,546","$3,600,000","$3,300,000","$3,000,000","$1,076,400","$1,006,200","$936,000",,,,,,,,,,
Rafer Alston,,,,,,,,,,,,,,,,"$5,053,133","$4,900,000","$4,550,000","$4,200,000","$3,850,000","$3,500,000","$688,679","$37,344","$625,000","$423,500","$301,875",,,,,,,,,
Trenton Hassell,,,,,,,,,,,,,,,,"$4,350,000","$4,350,000","$4,350,000","$4,350,000","$4,350,000","$4,350,000","$638,679","$512,435","$332,817",,,,,,,,,,,
Steven Hunter,,,,,,,,,,,,,,,,"$3,696,000","$3,862,600","$3,248,000","$3,024,000","$2,800,000","$1,720,046","$1,431,600","$1,338,240","$1,244,880",,,,,,,,,,,
Mark Madsen,,,,,,,,,,,,,,,,"$2,840,000","$2,630,000","$2,420,000","$2,210,000","$2,000,000","$745,046","$663,679","$813,000","$759,960","$707,040",,,,,,,,,,
Mikki Moore,,,,,,,,,,,,,,,,"$2,537,952","$5,632,200","$5,356,000","$1,071,225","$1,020,000","$870,046","$513,000","$2,459,142","$2,531,250","$2,850,000","$460,000",,,,,,,,,
Michael Finley,,,,,,,,,,,,,,,,"$2,500,000","$2,500,000","$21,696,750","$19,030,999","$18,612,500","$14,609,375","$13,281,250","$11,953,125","$10,625,000","$8,400,000","$7,200,000","$6,000,000","$816,840","$723,000","$628,000",,,,,
Ricky Davis,,,,,,,,,,,,,,,,"$2,484,000","$2,300,000","$6,819,000","$6,364,400","$5,909,800","$5,455,200","$5,000,600","$4,546,000","$1,496,400","$939,360","$878,160","$680,000",,,,,,,,
Anthony Johnson,,,,,,,,,,,,,,,,"$2,160,000","$1,910,000","$2,860,000","$2,640,000","$2,420,000","$2,200,000","$813,679","$699,935",,"$1,200,000","$1,100,000","$1,000,000","$242,000",,,,,,,
Chucky Atkins,,,,,,,,,,,,,,,,"$2,066,455","$3,240,000","$3,000,000","$3,000,000","$4,500,000","$4,200,000","$3,900,000","$3,600,000","$3,300,000","$3,000,000","$385,000",,,,,,,,,
Jarvis Hayes,,,,,,,,,,,,,,,,"$2,062,800","$1,910,000","$1,200,000","$2,564,127","$2,011,080","$1,879,920","$1,748,760",,,,,,,,,,,,,
Brent Barry,,,,,,,,,,,,,,,,"$2,062,800","$1,910,000","$5,544,370","$5,117,880","$4,691,390","$4,264,900","$5,400,000","$5,040,000","$4,680,000","$4,320,000","$3,960,000","$3,600,000","$1,082,520","$958,000","$833,000",,,,,
Josh Boone,,,,,,,,,,,,,,,,"$2,056,968","$1,212,120","$1,133,040","$1,053,960",,,,,,,,,,,,,,,,
Bruce Bowen,,,,,,,,,,,,,,,,"$2,000,000","$4,000,000","$4,125,000","$3,750,000","$3,375,000","$3,000,000","$3,650,000","$3,550,000","$715,850","$733,000","$510,000","$507,000","$422,500",,,,,,,
Ronald Murray,,,,,,,,,,,,,,,,"$1,990,000","$1,500,000","$1,890,000","$1,750,000","$895,248","$695,046","$563,679","$349,458",,,,,,,,,,,,
Radoslav Nesterovic,,,,,,,,,,,,,,,,"$1,990,000","$8,400,000","$7,840,000","$7,280,000","$6,720,000","$6,160,000","$5,600,000","$2,436,813","$1,725,788","$1,123,560","$1,050,240","$775,750",,,,,,,,
Mardy Collins,,,,,,,,,,,,,,,,"$1,867,742","$1,034,760","$967,320","$899,880",,,,,,,,,,,,,,,,
Travis Diener,,,,,,,,,,,,,,,,"$1,740,000","$1,620,000","$1,500,000","$664,209","$398,762",,,,,,,,,,,,,,,
Patrick O'Bryant,,,,,,,,,,,,,,,,"$1,620,000","$1,500,000","$2,216,400","$2,061,720",,,,,,,,,,,,,,,,
Devean George,,,,,,,,,,,,,,,,"$1,600,000","$1,600,000","$2,369,111","$1,974,259","$5,000,600","$4,546,000","$4,546,000","$4,546,000","$834,250","$849,720","$790,440",,,,,,,,,
Oleksiy Pecherov,,,,,,,,,,,,,,,,"$1,547,640","$1,446,720","$1,345,800",,,,,,,,,,,,,,,,,
Javaris Crittenton,,,,,,,,,,,,,,,,"$1,477,920","$1,381,560","$1,285,200",,,,,,,,,,,,,,,,,
Lindsey Hunter,,,,,,,,,,,,,,,,"$1,306,455","$1,143,473","$2,250,000","$2,250,000","$1,760,000","$1,600,000","$3,000,000","$3,870,912","$3,425,760","$2,650,000","$2,350,000","$2,050,000","$1,750,000","$1,715,000","$1,444,000","$1,173,000","$902,000",,,
Kevin Ollie,,,,,,,,,,,,,,,,"$1,306,455","$1,262,275","$3,441,900","$3,196,050","$2,950,200","$2,704,350","$2,458,500","$1,000,000","$590,850","$523,500","$425,088",,"$272,250",,,,,,,
